RBD;COD_DEPE;AGNO_EGRESO;MRUN;NEM;PERCENTIL;PUESTO_10;PUESTO_30
11811;1;2014;24786809;5.45;60;NO;NO
17602;4;2014;24793984;5.45;50;NO;NO
31375;3;2014;24799753;5.45;50;NO;NO
24900;1;2014;24829439;5.45;30;NO;SI
22022;2;2014;24839025;5.45;30;NO;SI
14338;4;2014;24842405;5.45;10;NO;SI
25099;4;2014;24860866;5.45;60;NO;NO
532;1;2014;24887769;5.45;40;NO;NO
31104;3;2014;24891907;5.45;30;NO;SI
9877;1;2014;24906636;5.45;20;NO;SI
24933;4;2014;24941410;5.45;30;NO;SI
10075;1;2014;24949600;5.45;20;NO;SI
31368;3;2014;24953532;5.45;30;NO;SI
25735;3;2014;24963026;5.45;20;NO;SI
22475;3;2014;12261;5.43;30;NO;SI
1048;2;2014;58253;5.43;40;NO;NO
222;1;2014;74720;5.43;30;NO;SI
40008;3;2014;78719;5.43;50;NO;NO
24238;3;2014;128137;5.43;60;NO;NO
6751;2;2014;180848;5.43;20;NO;SI
22633;3;2014;220968;5.43;60;NO;NO
17796;3;2014;274097;5.43;20;NO;SI
40160;3;2014;284735;5.43;40;NO;NO
22543;2;2014;292511;5.43;20;NO;SI
40076;3;2014;322889;5.43;40;NO;NO
8928;1;2014;376022;5.43;40;NO;NO
16457;3;2014;408263;5.43;30;NO;SI
26143;3;2014;520441;5.43;20;NO;SI
222;1;2014;682992;5.43;30;NO;SI
7772;2;2014;686688;5.43;40;NO;NO
14462;3;2014;744180;5.43;40;NO;NO
24969;3;2014;751653;5.43;30;NO;SI
24220;2;2014;854143;5.43;80;NO;NO
25271;1;2014;887160;5.43;30;NO;SI
18023;3;2014;962991;5.43;50;NO;NO
13591;2;2014;1016296;5.43;50;NO;NO
10126;1;2014;1062434;5.43;30;NO;SI
11591;2;2014;1073415;5.43;10;NO;SI
25818;3;2014;1132457;5.43;30;NO;SI
16799;3;2014;1168023;5.43;50;NO;NO
25739;3;2014;1200354;5.43;10;NO;SI
8553;2;2014;1208033;5.43;30;NO;SI
14454;2;2014;1216628;5.43;50;NO;NO
14761;3;2014;1240108;5.43;60;NO;NO
10399;1;2014;1249284;5.43;30;NO;SI
1894;1;2014;1252424;5.43;50;NO;NO
10584;1;2014;1294627;5.43;50;NO;NO
12730;3;2014;1311978;5.43;50;NO;NO
40414;3;2014;1335466;5.43;30;NO;SI
6070;3;2014;1503473;5.43;50;NO;NO
16414;3;2014;1531970;5.43;40;NO;NO
1194;2;2014;1604559;5.43;30;NO;SI
17810;3;2014;1646401;5.43;60;NO;NO
40311;3;2014;1686433;5.43;30;NO;SI
1502;1;2014;1695689;5.43;20;NO;SI
24700;3;2014;1717991;5.43;30;NO;SI
10696;1;2014;1723027;5.43;50;NO;NO
10120;1;2014;1739942;5.43;20;NO;SI
11284;1;2014;1761034;5.43;30;NO;SI
31252;3;2014;1794012;5.43;10;NO;SI
25818;3;2014;1799987;5.43;30;NO;SI
5282;2;2014;1834436;5.43;30;NO;SI
2835;2;2014;1887136;5.43;20;NO;SI
8928;1;2014;1913104;5.43;40;NO;NO
279;1;2014;1925332;5.43;30;NO;SI
1584;3;2014;1930515;5.43;40;NO;NO
9330;3;2014;1932138;5.43;30;NO;SI
9460;1;2014;1978385;5.43;30;NO;SI
31124;3;2014;1994048;5.43;40;NO;NO
1206;2;2014;2005470;5.43;40;NO;NO
20244;3;2014;2006383;5.43;50;NO;NO
14225;3;2014;2015851;5.43;20;NO;SI
25463;3;2014;2115626;5.43;30;NO;SI
14454;2;2014;2116025;5.43;50;NO;NO
22660;3;2014;2147948;5.43;30;NO;SI
4661;3;2014;2160940;5.43;30;NO;SI
6787;2;2014;2162319;5.43;40;NO;NO
11284;1;2014;2175827;5.43;30;NO;SI
40407;3;2014;2240071;5.43;30;NO;SI
8501;2;2014;2254801;5.43;20;NO;SI
22361;3;2014;2273205;5.43;30;NO;SI
24832;4;2014;2362707;5.43;30;NO;SI
40429;1;2014;2397070;5.43;30;NO;SI
8427;1;2014;2419594;5.43;40;NO;NO
25818;3;2014;2422382;5.43;30;NO;SI
3961;2;2014;2485546;5.43;40;NO;NO
24237;3;2014;2508333;5.43;40;NO;NO
25237;3;2014;2545864;5.43;30;NO;SI
12146;1;2014;2549154;5.43;30;NO;SI
24237;3;2014;2594371;5.43;40;NO;NO
17654;2;2014;2632620;5.43;30;NO;SI
12870;1;2014;2642954;5.43;30;NO;SI
11234;2;2014;2650716;5.43;40;NO;NO
4084;2;2014;2664798;5.43;70;NO;NO
25463;3;2014;2714204;5.43;30;NO;SI
845;2;2014;2785171;5.43;40;NO;NO
4661;3;2014;2796012;5.43;30;NO;SI
78;2;2014;2799298;5.43;30;NO;SI
8616;3;2014;2812774;5.43;20;NO;SI
20089;3;2014;2828950;5.43;40;NO;NO
4829;2;2014;2838198;5.43;10;NO;SI
19906;2;2014;2845212;5.43;40;NO;NO
13176;2;2014;2860035;5.43;20;NO;SI
6787;2;2014;2955216;5.43;40;NO;NO
24237;3;2014;2993634;5.43;40;NO;NO
13176;2;2014;3093393;5.43;20;NO;SI
24330;3;2014;3167401;5.43;40;NO;NO
26333;1;2014;3181383;5.43;20;NO;SI
40429;1;2014;3237341;5.43;30;NO;SI
15746;3;2014;3243777;5.43;50;NO;NO
26019;3;2014;3293327;5.43;40;NO;NO
26087;3;2014;3293801;5.43;10;NO;SI
13383;3;2014;3313015;5.43;70;NO;NO
19906;2;2014;3361524;5.43;40;NO;NO
31428;3;2014;3428998;5.43;40;NO;NO
12588;3;2014;3461340;5.43;30;NO;SI
17658;4;2014;3478787;5.43;30;NO;SI
22187;3;2014;3549576;5.43;40;NO;NO
31095;3;2014;3580796;5.43;50;NO;NO
17697;4;2014;3590777;5.43;30;NO;SI
12610;2;2014;3604607;5.43;20;NO;SI
1206;2;2014;3635533;5.43;40;NO;NO
12294;4;2014;3642162;5.43;50;NO;NO
25463;3;2014;3671002;5.43;30;NO;SI
10584;1;2014;3697752;5.43;50;NO;NO
222;1;2014;3773465;5.43;30;NO;SI
7325;2;2014;3794090;5.43;40;NO;NO
2530;2;2014;3800712;5.43;30;NO;SI
22660;3;2014;3875840;5.43;30;NO;SI
20214;3;2014;3890062;5.43;30;NO;SI
12588;3;2014;3933214;5.43;30;NO;SI
20231;4;2014;4007076;5.43;50;NO;NO
7323;2;2014;4009428;5.43;70;NO;NO
10126;1;2014;4060669;5.43;30;NO;SI
18241;3;2014;4095111;5.43;30;NO;SI
12551;2;2014;4140917;5.43;10;NO;SI
16457;3;2014;4227073;5.43;30;NO;SI
26023;3;2014;4239593;5.43;40;NO;NO
11400;2;2014;4375885;5.43;70;NO;NO
199;2;2014;4468775;5.43;30;NO;SI
25951;3;2014;4480032;5.43;20;NO;SI
25818;3;2014;4482302;5.43;30;NO;SI
20162;3;2014;4492850;5.43;30;NO;SI
13122;2;2014;4505939;5.43;30;NO;SI
26083;3;2014;4546141;5.43;20;NO;SI
8427;1;2014;4594848;5.43;40;NO;NO
25752;3;2014;4654574;5.43;20;NO;SI
20063;3;2014;4666178;5.43;40;NO;NO
40311;3;2014;4935567;5.43;30;NO;SI
12602;3;2014;5068296;5.43;40;NO;NO
602;2;2014;5162151;5.43;80;NO;NO
22388;3;2014;5173997;5.43;20;NO;SI
7200;2;2014;5222508;5.43;20;NO;SI
31428;3;2014;5285279;5.43;40;NO;NO
26465;3;2014;5303385;5.43;10;NO;SI
5620;2;2014;5331481;5.43;40;NO;NO
25818;3;2014;5342454;5.43;30;NO;SI
12696;3;2014;5363775;5.43;60;NO;NO
31124;3;2014;5388568;5.43;40;NO;NO
31375;3;2014;5398807;5.43;50;NO;NO
845;2;2014;5455614;5.43;40;NO;NO
3656;2;2014;5624479;5.43;60;NO;NO
22544;2;2014;5657069;5.43;30;NO;SI
4571;2;2014;5669332;5.43;50;NO;NO
11344;3;2014;5696564;5.43;30;NO;SI
22637;3;2014;5705630;5.43;10;NO;SI
17607;3;2014;5730340;5.43;20;NO;SI
8206;1;2014;5746640;5.43;30;NO;SI
12696;3;2014;5781515;5.43;60;NO;NO
26023;3;2014;5853556;5.43;40;NO;NO
12972;1;2014;5883594;5.43;50;NO;NO
13193;2;2014;5885344;5.43;30;NO;SI
17848;3;2014;5890737;5.43;70;NO;NO
1884;1;2014;5892740;5.43;30;NO;SI
12294;4;2014;5905567;5.43;50;NO;NO
283;1;2014;5922485;5.43;40;NO;NO
15854;3;2014;6003389;5.43;20;NO;SI
22374;3;2014;6046320;5.43;40;NO;NO
8652;3;2014;6061469;5.43;20;NO;SI
31375;3;2014;6108449;5.43;50;NO;NO
9172;3;2014;6143773;5.43;20;NO;SI
6772;2;2014;6148506;5.43;30;NO;SI
2465;1;2014;6178519;5.43;30;NO;SI
25099;4;2014;6189214;5.43;60;NO;NO
24317;3;2014;6396527;5.43;50;NO;NO
10584;1;2014;6497852;5.43;50;NO;NO
20078;3;2014;6519272;5.43;20;NO;SI
8928;1;2014;6557121;5.43;40;NO;NO
24700;3;2014;6595163;5.43;30;NO;SI
25960;1;2014;6639176;5.43;40;NO;NO
13415;3;2014;6746991;5.43;30;NO;SI
12870;1;2014;6763279;5.43;30;NO;SI
40008;3;2014;6763797;5.43;50;NO;NO
25818;3;2014;6779779;5.43;30;NO;SI
22551;3;2014;6793159;5.43;40;NO;NO
17810;3;2014;6809893;5.43;60;NO;NO
11286;1;2014;6828296;5.43;30;NO;SI
20063;3;2014;6832569;5.43;40;NO;NO
24241;3;2014;6875434;5.43;50;NO;NO
22466;3;2014;6942357;5.43;40;NO;NO
25524;3;2014;7022674;5.43;40;NO;NO
2265;2;2014;7025841;5.43;70;NO;NO
16457;3;2014;7041017;5.43;30;NO;SI
17607;3;2014;7081569;5.43;20;NO;SI
40447;3;2014;7085743;5.43;60;NO;NO
222;1;2014;7112905;5.43;30;NO;SI
26371;3;2014;7181822;5.43;30;NO;SI
1894;1;2014;7184105;5.43;50;NO;NO
22296;3;2014;7213242;5.43;20;NO;SI
12182;3;2014;7233906;5.43;40;NO;NO
31104;3;2014;7252460;5.43;40;NO;NO
31162;3;2014;7295217;5.43;10;NO;SI
8206;1;2014;7295788;5.43;30;NO;SI
13415;3;2014;7316645;5.43;30;NO;SI
24840;4;2014;7385251;5.43;10;NO;SI
26030;4;2014;7395288;5.43;60;NO;NO
8652;3;2014;7420806;5.43;20;NO;SI
4661;3;2014;7463462;5.43;30;NO;SI
4263;3;2014;7515235;5.43;40;NO;NO
6585;2;2014;7539685;5.43;30;NO;SI
31163;3;2014;7586756;5.43;10;NO;SI
10059;3;2014;7657406;5.43;20;NO;SI
14654;3;2014;7669170;5.43;10;NO;SI
25502;3;2014;7702597;5.43;20;NO;SI
6787;2;2014;7738369;5.43;40;NO;NO
14761;3;2014;7792981;5.43;60;NO;NO
17841;3;2014;7817700;5.43;50;NO;NO
25099;4;2014;7840714;5.43;60;NO;NO
31346;4;2014;7856551;5.43;40;NO;NO
31163;3;2014;7927305;5.43;10;NO;SI
1851;2;2014;7966588;5.43;40;NO;NO
2794;2;2014;8023800;5.43;10;NO;SI
31428;3;2014;8050933;5.43;40;NO;NO
13461;2;2014;8083713;5.43;30;NO;SI
22405;3;2014;8085495;5.43;30;NO;SI
26062;3;2014;8104785;5.43;50;NO;NO
6253;3;2014;8177365;5.43;40;NO;NO
22476;2;2014;8236890;5.43;50;NO;NO
14208;2;2014;8307929;5.43;30;NO;SI
25174;3;2014;8336337;5.43;30;NO;SI
2657;2;2014;8347904;5.43;30;NO;SI
40311;3;2014;8371419;5.43;30;NO;SI
17701;3;2014;8381680;5.43;20;NO;SI
17879;3;2014;8443561;5.43;20;NO;SI
22446;3;2014;8453120;5.43;50;NO;NO
10626;3;2014;8489387;5.43;40;NO;NO
15643;3;2014;8499056;5.43;40;NO;NO
17701;3;2014;8513031;5.43;20;NO;SI
799;2;2014;8551179;5.43;10;NO;SI
14232;3;2014;8603812;5.43;40;NO;NO
532;1;2014;8621466;5.43;40;NO;NO
8432;1;2014;8793343;5.43;30;NO;SI
12610;2;2014;8857006;5.43;20;NO;SI
15756;3;2014;8893904;5.43;40;NO;NO
14654;3;2014;8899278;5.43;10;NO;SI
18009;2;2014;8938951;5.43;20;NO;SI
40321;3;2014;8991241;5.43;30;NO;SI
24237;3;2014;9037946;5.43;40;NO;NO
24926;3;2014;9097170;5.43;20;NO;SI
10059;3;2014;9128427;5.43;20;NO;SI
15756;3;2014;9145926;5.43;40;NO;NO
31346;4;2014;9170853;5.43;40;NO;NO
16457;3;2014;9273368;5.43;30;NO;SI
31192;3;2014;9290280;5.43;20;NO;SI
25818;3;2014;9301658;5.43;30;NO;SI
13383;3;2014;9306783;5.43;70;NO;NO
1;2;2014;9422680;5.43;40;NO;NO
1675;1;2014;9437168;5.43;30;NO;SI
14545;3;2014;9441719;5.43;30;NO;SI
13528;3;2014;9447693;5.43;50;NO;NO
8839;2;2014;9479557;5.43;30;NO;SI
1884;1;2014;9516043;5.43;30;NO;SI
12602;3;2014;9527217;5.43;40;NO;NO
13186;2;2014;9533832;5.43;30;NO;SI
3823;2;2014;9541916;5.43;10;NO;SI
26225;3;2014;9580815;5.43;20;NO;SI
20214;3;2014;9610342;5.43;30;NO;SI
9411;1;2014;9627194;5.43;30;NO;SI
40311;3;2014;9678270;5.43;30;NO;SI
19923;3;2014;9702829;5.43;30;NO;SI
22374;3;2014;9720824;5.43;40;NO;NO
16820;3;2014;9765378;5.43;30;NO;SI
17796;3;2014;9773702;5.43;20;NO;SI
12750;3;2014;9779076;5.43;30;NO;SI
14628;4;2014;9790499;5.43;30;NO;SI
78;2;2014;9843227;5.43;30;NO;SI
20089;3;2014;9844211;5.43;40;NO;NO
8553;2;2014;9846831;5.43;30;NO;SI
14654;3;2014;9922107;5.43;10;NO;SI
25735;3;2014;9949764;5.43;20;NO;SI
12696;3;2014;9993013;5.43;60;NO;NO
17881;2;2014;10004274;5.43;50;NO;NO
12294;4;2014;10078810;5.43;50;NO;NO
22496;3;2014;10089278;5.43;30;NO;SI
25876;3;2014;10103029;5.43;20;NO;SI
8375;2;2014;10122955;5.43;40;NO;NO
13528;3;2014;10170168;5.43;50;NO;NO
22475;3;2014;10173460;5.43;30;NO;SI
25190;4;2014;10201297;5.43;30;NO;SI
22503;3;2014;10269981;5.43;50;NO;NO
8928;1;2014;10290295;5.43;40;NO;NO
15739;3;2014;10336480;5.43;30;NO;SI
18099;2;2014;10366405;5.43;70;NO;NO
12775;3;2014;10454059;5.43;30;NO;SI
12935;3;2014;10509272;5.43;20;NO;SI
11286;1;2014;10522257;5.43;30;NO;SI
222;1;2014;10543672;5.43;30;NO;SI
13176;2;2014;10569148;5.43;20;NO;SI
15810;3;2014;10714273;5.43;40;NO;NO
20214;3;2014;10719283;5.43;30;NO;SI
12686;3;2014;10745056;5.43;50;NO;NO
24969;3;2014;10777561;5.43;30;NO;SI
25235;2;2014;10782897;5.43;30;NO;SI
1453;2;2014;10816069;5.43;30;NO;SI
14711;3;2014;10821493;5.43;20;NO;SI
18054;3;2014;10855562;5.43;20;NO;SI
22355;3;2014;10914148;5.43;30;NO;SI
22405;3;2014;10914149;5.43;30;NO;SI
3909;2;2014;11023032;5.43;50;NO;NO
2835;2;2014;11191163;5.43;20;NO;SI
12750;3;2014;11229709;5.43;30;NO;SI
14761;3;2014;11328388;5.43;60;NO;NO
1453;2;2014;11347751;5.43;30;NO;SI
40008;3;2014;11357014;5.43;50;NO;NO
16892;3;2014;11653304;5.43;50;NO;NO
40186;3;2014;11759294;5.43;30;NO;SI
4702;2;2014;11813461;5.43;10;NO;SI
15574;2;2014;11837495;5.43;30;NO;SI
40407;3;2014;11843358;5.43;30;NO;SI
25463;3;2014;11854746;5.43;30;NO;SI
13415;3;2014;11880888;5.43;30;NO;SI
9690;2;2014;11882497;5.43;30;NO;SI
532;1;2014;12023288;5.43;40;NO;NO
7325;2;2014;12095826;5.43;40;NO;NO
8491;2;2014;12098864;5.43;40;NO;NO
25504;3;2014;12099575;5.43;20;NO;SI
964;2;2014;12157287;5.43;30;NO;SI
22466;3;2014;12162894;5.43;40;NO;NO
12630;3;2014;12250167;5.43;30;NO;SI
40311;3;2014;12313487;5.43;30;NO;SI
14846;3;2014;12323965;5.43;30;NO;SI
4829;2;2014;12401408;5.43;10;NO;SI
22374;3;2014;12490680;5.43;40;NO;NO
16993;3;2014;12594871;5.43;40;NO;NO
4451;2;2014;12603035;5.43;70;NO;NO
14417;3;2014;12610523;5.43;20;NO;SI
9411;1;2014;12655553;5.43;30;NO;SI
24933;4;2014;12657416;5.43;30;NO;SI
31124;3;2014;12658963;5.43;40;NO;NO
26225;3;2014;12712008;5.43;20;NO;SI
14208;2;2014;12724803;5.43;30;NO;SI
6585;2;2014;12733122;5.43;30;NO;SI
25818;3;2014;12807555;5.43;30;NO;SI
10221;3;2014;12814717;5.43;10;NO;SI
25448;3;2014;12868851;5.43;30;NO;SI
6787;2;2014;12966861;5.43;40;NO;NO
14208;2;2014;13012673;5.43;30;NO;SI
16840;3;2014;13014238;5.43;20;NO;SI
5015;3;2014;13022784;5.43;20;NO;SI
10584;1;2014;13036202;5.43;50;NO;NO
9917;3;2014;13043716;5.43;30;NO;SI
1710;1;2014;13074469;5.43;20;NO;SI
10694;1;2014;13097035;5.43;70;NO;NO
14225;3;2014;13156531;5.43;20;NO;SI
12085;3;2014;13191724;5.43;10;NO;SI
1453;2;2014;13193759;5.43;30;NO;SI
16458;4;2014;13234114;5.43;30;NO;SI
2835;2;2014;13486718;5.43;20;NO;SI
8927;1;2014;13488160;5.43;10;NO;SI
11286;1;2014;13494269;5.43;30;NO;SI
12758;1;2014;13524992;5.43;40;NO;NO
10515;3;2014;13570653;5.43;20;NO;SI
25503;3;2014;13630814;5.43;20;NO;SI
22187;3;2014;13639335;5.43;40;NO;NO
16467;3;2014;13645127;5.43;30;NO;SI
40282;3;2014;13662911;5.43;60;NO;NO
9917;3;2014;13746365;5.43;30;NO;SI
25504;3;2014;13763046;5.43;20;NO;SI
25698;1;2014;13776556;5.43;30;NO;SI
31167;3;2014;13788786;5.43;40;NO;NO
22276;3;2014;13868534;5.43;40;NO;NO
12750;3;2014;13871024;5.43;30;NO;SI
1194;2;2014;13966760;5.43;30;NO;SI
701;2;2014;14204914;5.43;20;NO;SI
31039;3;2014;14353569;5.43;40;NO;NO
11246;2;2014;14364444;5.43;30;NO;SI
9298;1;2014;14389257;5.43;20;NO;SI
31167;3;2014;14408993;5.43;40;NO;NO
532;1;2014;14412857;5.43;40;NO;NO
13122;2;2014;14420924;5.43;30;NO;SI
8553;2;2014;14434617;5.43;30;NO;SI
5105;2;2014;14464315;5.43;40;NO;NO
1710;1;2014;14473372;5.43;20;NO;SI
25463;3;2014;14478756;5.43;30;NO;SI
16935;3;2014;14581593;5.43;40;NO;NO
13352;2;2014;14581799;5.43;30;NO;SI
40206;3;2014;14626544;5.43;40;NO;NO
1860;3;2014;14676176;5.43;50;NO;NO
1666;1;2014;14688524;5.43;30;NO;SI
19921;3;2014;14700943;5.43;30;NO;SI
19922;3;2014;14724615;5.43;30;NO;SI
11284;1;2014;14793292;5.43;30;NO;SI
26214;3;2014;14809713;5.43;30;NO;SI
13176;2;2014;14861478;5.43;20;NO;SI
25698;1;2014;14983506;5.43;30;NO;SI
280;1;2014;15059557;5.43;40;NO;NO
11286;1;2014;15067462;5.43;30;NO;SI
11284;1;2014;15075047;5.43;30;NO;SI
222;1;2014;15197180;5.43;30;NO;SI
40308;3;2014;15391090;5.43;60;NO;NO
4162;2;2014;15398459;5.43;20;NO;SI
9917;3;2014;15404757;5.43;30;NO;SI
25951;3;2014;15435812;5.43;20;NO;SI
11685;4;2014;15443868;5.43;40;NO;NO
11284;1;2014;15592017;5.43;30;NO;SI
3165;2;2014;15592500;5.43;30;NO;SI
17879;3;2014;15639973;5.43;20;NO;SI
15810;3;2014;15662890;5.43;40;NO;NO
12686;3;2014;15741745;5.43;50;NO;NO
25514;1;2014;15774298;5.43;30;NO;SI
16458;4;2014;15780807;5.43;30;NO;SI
40206;3;2014;15864142;5.43;40;NO;NO
17879;3;2014;15888914;5.43;20;NO;SI
25818;3;2014;15907909;5.43;30;NO;SI
24933;4;2014;15920703;5.43;30;NO;SI
20176;3;2014;15929197;5.43;30;NO;SI
31344;4;2014;15945166;5.43;30;NO;SI
11286;1;2014;15946697;5.43;30;NO;SI
17725;3;2014;16018694;5.43;20;NO;SI
22466;3;2014;16037921;5.43;40;NO;NO
22388;3;2014;16049954;5.43;20;NO;SI
1453;2;2014;16087201;5.43;30;NO;SI
25190;4;2014;16100210;5.43;30;NO;SI
20261;3;2014;16124442;5.43;20;NO;SI
3165;2;2014;16149129;5.43;30;NO;SI
24238;3;2014;16196538;5.43;60;NO;NO
25818;3;2014;16231305;5.43;30;NO;SI
7624;2;2014;16244641;5.43;30;NO;SI
40186;3;2014;16252666;5.43;30;NO;SI
26030;4;2014;16297428;5.43;60;NO;NO
14454;2;2014;16313347;5.43;50;NO;NO
4661;3;2014;16328123;5.43;30;NO;SI
22503;3;2014;16337278;5.43;50;NO;NO
17848;3;2014;16366449;5.43;70;NO;NO
17829;3;2014;16417777;5.43;30;NO;SI
486;2;2014;16577745;5.43;40;NO;NO
40435;4;2014;16600232;5.43;40;NO;NO
40311;3;2014;16729980;5.43;30;NO;SI
22482;3;2014;16739999;5.43;20;NO;SI
26030;4;2014;16743594;5.43;60;NO;NO
11793;3;2014;16808446;5.43;20;NO;SI
10694;1;2014;16818715;5.43;70;NO;NO
10584;1;2014;16838232;5.43;50;NO;NO
17885;2;2014;16899647;5.43;40;NO;NO
14654;3;2014;16912552;5.43;10;NO;SI
14846;3;2014;17019121;5.43;30;NO;SI
40429;1;2014;17026115;5.43;30;NO;SI
10604;3;2014;17030515;5.43;30;NO;SI
25723;3;2014;17107799;5.43;20;NO;SI
10313;3;2014;17137622;5.43;10;NO;SI
17879;3;2014;17192369;5.43;20;NO;SI
26030;4;2014;17245447;5.43;60;NO;NO
25463;3;2014;17252686;5.43;30;NO;SI
8426;1;2014;17283235;5.43;60;NO;NO
18009;2;2014;17310333;5.43;20;NO;SI
25818;3;2014;17312780;5.43;30;NO;SI
14467;3;2014;17352181;5.43;20;NO;SI
602;2;2014;17366852;5.43;80;NO;NO
22405;3;2014;17367599;5.43;30;NO;SI
20231;4;2014;17371627;5.43;50;NO;NO
22354;2;2014;17411447;5.43;70;NO;NO
14761;3;2014;17454832;5.43;60;NO;NO
20270;3;2014;17488000;5.43;30;NO;SI
20151;3;2014;17631790;5.43;60;NO;NO
8432;1;2014;17697090;5.43;30;NO;SI
532;1;2014;17714114;5.43;40;NO;NO
5394;2;2014;17851799;5.43;20;NO;SI
17754;3;2014;17884825;5.43;20;NO;SI
14421;3;2014;17885126;5.43;20;NO;SI
12750;3;2014;17895809;5.43;30;NO;SI
40311;3;2014;17895840;5.43;30;NO;SI
25190;4;2014;17907018;5.43;30;NO;SI
19993;2;2014;18022963;5.43;30;NO;SI
25463;3;2014;18088659;5.43;30;NO;SI
222;1;2014;18097941;5.43;30;NO;SI
17879;3;2014;18126721;5.43;20;NO;SI
8491;2;2014;18165456;5.43;40;NO;NO
25818;3;2014;18208437;5.43;30;NO;SI
4982;2;2014;18237327;5.43;20;NO;SI
25960;1;2014;18299370;5.43;40;NO;NO
3016;2;2014;18303356;5.43;50;NO;NO
19993;2;2014;18317369;5.43;30;NO;SI
40400;3;2014;18349082;5.43;50;NO;NO
26201;3;2014;18371397;5.43;30;NO;SI
25818;3;2014;18387203;5.43;30;NO;SI
17879;3;2014;18416718;5.43;20;NO;SI
24237;3;2014;18428111;5.43;40;NO;NO
22388;3;2014;18430909;5.43;20;NO;SI
1675;1;2014;18457032;5.43;30;NO;SI
25190;4;2014;18520446;5.43;30;NO;SI
8554;2;2014;18572848;5.43;30;NO;SI
11284;1;2014;18615914;5.43;30;NO;SI
17607;3;2014;18629193;5.43;20;NO;SI
17607;3;2014;18693073;5.43;20;NO;SI
532;1;2014;18710798;5.43;40;NO;NO
10075;1;2014;18714020;5.43;20;NO;SI
14556;3;2014;18716997;5.43;40;NO;NO
2939;2;2014;18723699;5.43;20;NO;SI
17701;3;2014;18745095;5.43;20;NO;SI
25503;3;2014;18785576;5.43;20;NO;SI
11337;2;2014;18893698;5.43;50;NO;NO
17654;2;2014;18942318;5.43;30;NO;SI
26027;3;2014;18948465;5.43;10;NO;SI
25818;3;2014;18995681;5.43;30;NO;SI
4925;2;2014;19007300;5.43;10;NO;SI
12730;3;2014;19014213;5.43;50;NO;NO
10905;1;2014;19029420;5.43;30;NO;SI
11417;2;2014;19052266;5.43;40;NO;NO
15781;2;2014;19160097;5.43;50;NO;NO
22544;2;2014;19217072;5.43;30;NO;SI
25339;2;2014;19241206;5.43;40;NO;NO
26225;3;2014;19242838;5.43;20;NO;SI
17879;3;2014;19253249;5.43;20;NO;SI
13475;3;2014;19354701;5.43;40;NO;NO
11704;2;2014;19403899;5.43;40;NO;NO
12834;4;2014;19412647;5.43;10;NO;SI
17848;3;2014;19518819;5.43;70;NO;NO
14791;3;2014;19551513;5.43;30;NO;SI
25524;3;2014;19628341;5.43;40;NO;NO
31376;3;2014;19856975;5.43;30;NO;SI
25818;3;2014;19912691;5.43;30;NO;SI
11417;2;2014;19935727;5.43;40;NO;NO
17751;2;2014;20006020;5.43;40;NO;NO
40321;3;2014;20009512;5.43;30;NO;SI
22187;3;2014;20046229;5.43;40;NO;NO
18082;3;2014;20152703;5.43;20;NO;SI
24933;4;2014;20357640;5.43;30;NO;SI
25043;1;2014;20384327;5.43;50;NO;NO
22475;3;2014;20385194;5.43;30;NO;SI
24238;3;2014;20524445;5.43;60;NO;NO
25463;3;2014;20564985;5.43;30;NO;SI
25951;3;2014;20626347;5.43;20;NO;SI
14711;3;2014;20646190;5.43;20;NO;SI
8487;2;2014;20655121;5.43;20;NO;SI
14454;2;2014;20676464;5.43;50;NO;NO
4451;2;2014;20680615;5.43;70;NO;NO
14525;3;2014;20702819;5.43;30;NO;SI
26032;3;2014;20706003;5.43;10;NO;SI
1894;1;2014;20712459;5.43;50;NO;NO
20063;3;2014;20764977;5.43;40;NO;NO
24238;3;2014;20813463;5.43;60;NO;NO
22466;3;2014;20832653;5.43;40;NO;NO
1894;1;2014;20959115;5.43;50;NO;NO
1194;2;2014;20961647;5.43;30;NO;SI
7325;2;2014;20966805;5.43;40;NO;NO
11246;2;2014;21111156;5.43;30;NO;SI
25723;3;2014;21116992;5.43;20;NO;SI
14749;3;2014;21148617;5.43;30;NO;SI
31047;4;2014;21265702;5.43;70;NO;NO
25874;3;2014;21340775;5.43;50;NO;NO
14609;3;2014;21343926;5.43;30;NO;SI
25938;2;2014;21357666;5.43;40;NO;NO
6163;2;2014;21360600;5.43;40;NO;NO
15723;3;2014;21373416;5.43;40;NO;NO
17607;3;2014;21377607;5.43;20;NO;SI
1549;1;2014;21389960;5.43;30;NO;SI
3741;2;2014;21442987;5.43;60;NO;NO
20063;3;2014;21474279;5.43;40;NO;NO
40407;3;2014;21501460;5.43;30;NO;SI
1884;1;2014;21505639;5.43;30;NO;SI
14421;3;2014;21523415;5.43;20;NO;SI
9960;3;2014;21543728;5.43;10;NO;SI
13145;2;2014;21546375;5.43;20;NO;SI
25951;3;2014;21568156;5.43;20;NO;SI
22446;3;2014;21594738;5.43;50;NO;NO
4558;2;2014;21598055;5.43;50;NO;NO
1;2;2014;21687083;5.43;40;NO;NO
4558;2;2014;21764013;5.43;50;NO;NO
18126;3;2014;21778742;5.43;40;NO;NO
14791;3;2014;21806134;5.43;30;NO;SI
17701;3;2014;21866229;5.43;20;NO;SI
22485;3;2014;21882998;5.43;40;NO;NO
26030;4;2014;21905459;5.43;60;NO;NO
