RBD;COD_DEPE;AGNO_EGRESO;MRUN;NEM;PERCENTIL;PUESTO_10;PUESTO_30
13525;3;2014;2484467;6.95;10;NO;SI
20012;3;2014;5707812;6.95;10;NO;SI
26286;3;2014;7155981;6.95;10;NO;SI
24832;4;2014;12775027;6.95;10;NO;SI
22633;3;2014;15133678;6.95;10;NO;SI
12758;1;2014;21608430;6.95;10;NO;SI
40447;3;2014;23030874;6.95;10;NO;SI
16414;3;2014;24430010;6.95;10;NO;SI
24238;3;2014;990596;6.9;10;NO;SI
14874;3;2014;1300569;6.9;10;NO;SI
31220;3;2014;1605037;6.9;10;NO;SI
5620;2;2014;3087508;6.9;10;NO;SI
15854;3;2014;3259151;6.9;10;NO;SI
532;1;2014;4297962;6.9;10;NO;SI
31220;3;2014;5846464;6.9;10;NO;SI
20066;3;2014;6827227;6.9;10;NO;SI
40076;3;2014;7665931;6.9;10;NO;SI
14874;3;2014;8701832;6.9;10;NO;SI
3376;2;2014;10896567;6.9;10;NO;SI
12146;1;2014;11122196;6.9;10;NO;SI
12294;4;2014;11761067;6.9;10;NO;SI
22545;3;2014;11940186;6.9;10;NO;SI
6787;2;2014;12742304;6.9;10;NO;SI
2422;2;2014;13457193;6.9;10;NO;SI
20063;3;2014;13828045;6.9;10;NO;SI
8541;2;2014;14186281;6.9;10;NO;SI
15777;3;2014;14932920;6.9;10;NO;SI
3364;2;2014;15036415;6.9;10;NO;SI
22551;3;2014;15769771;6.9;10;NO;SI
22503;3;2014;15951060;6.9;10;NO;SI
17881;2;2014;17115182;6.9;10;NO;SI
20001;3;2014;17255368;6.9;10;NO;SI
31428;3;2014;17982061;6.9;10;NO;SI
40400;3;2014;19363155;6.9;10;NO;SI
31279;3;2014;20064991;6.9;10;NO;SI
31011;3;2014;21323757;6.9;10;NO;SI
8541;2;2014;23277243;6.9;10;NO;SI
31279;3;2014;23834851;6.9;10;NO;SI
40206;3;2014;24512312;6.87;10;NO;SI
24241;3;2014;513020;6.85;10;NO;SI
13592;3;2014;880231;6.85;10;NO;SI
14232;3;2014;1493085;6.85;10;NO;SI
17654;2;2014;1495313;6.85;10;NO;SI
4661;3;2014;2081256;6.85;10;NO;SI
3353;2;2014;3442688;6.85;10;NO;SI
31252;3;2014;3527855;6.85;10;NO;SI
20063;3;2014;4143031;6.85;10;NO;SI
17881;2;2014;4917477;6.85;10;NO;SI
4897;2;2014;5246135;6.85;10;NO;SI
22545;3;2014;5551837;6.85;10;NO;SI
286;1;2014;5660357;6.85;10;NO;SI
2549;2;2014;7144557;6.85;10;NO;SI
9373;3;2014;8622854;6.85;10;NO;SI
3376;2;2014;9134067;6.85;20;NO;SI
10696;1;2014;9771011;6.85;10;NO;SI
24238;3;2014;10206064;6.85;10;NO;SI
14761;3;2014;11990892;6.85;10;NO;SI
40414;3;2014;12535341;6.85;10;NO;SI
2124;1;2014;12904367;6.85;10;NO;SI
15574;2;2014;13446521;6.85;10;NO;SI
19993;2;2014;13759960;6.85;10;NO;SI
611;2;2014;14224230;6.85;10;NO;SI
8553;2;2014;14594609;6.85;10;NO;SI
10584;1;2014;14818646;6.85;10;NO;SI
1666;1;2014;16918218;6.85;10;NO;SI
14761;3;2014;17685403;6.85;10;NO;SI
532;1;2014;18755343;6.85;10;NO;SI
17654;2;2014;18794203;6.85;10;NO;SI
22503;3;2014;19668500;6.85;10;NO;SI
8432;1;2014;21918339;6.85;10;NO;SI
26146;3;2014;21944845;6.85;10;NO;SI
15574;2;2014;22448627;6.85;10;NO;SI
3376;2;2014;22785890;6.85;20;NO;SI
9330;3;2014;23463904;6.85;10;NO;SI
1453;2;2014;23665865;6.85;10;NO;SI
6070;3;2014;24281565;6.85;10;NO;SI
13592;3;2014;1158415;6.83;10;NO;SI
17810;3;2014;65407;6.8;10;NO;SI
26087;3;2014;206912;6.8;10;NO;SI
26214;3;2014;749251;6.8;10;NO;SI
2751;2;2014;1153278;6.8;10;NO;SI
31011;3;2014;1901559;6.8;10;NO;SI
665;2;2014;2428227;6.8;10;NO;SI
3535;2;2014;2534273;6.8;10;NO;SI
14250;4;2014;2852399;6.8;10;NO;SI
40308;3;2014;3242182;6.8;10;NO;SI
14846;3;2014;3886981;6.8;10;NO;SI
1710;1;2014;4028996;6.8;10;NO;SI
15665;2;2014;4102113;6.8;10;NO;SI
24933;4;2014;4376864;6.8;10;NO;SI
3353;2;2014;4761113;6.8;10;NO;SI
31375;3;2014;4788387;6.8;10;NO;SI
20066;3;2014;4992158;6.8;10;NO;SI
15665;2;2014;5234068;6.8;10;NO;SI
20001;3;2014;5599763;6.8;10;NO;SI
3376;2;2014;5887949;6.8;40;NO;NO
18099;2;2014;6177459;6.8;10;NO;SI
40435;4;2014;6239720;6.8;10;NO;SI
25557;3;2014;7107045;6.8;10;NO;SI
31104;3;2014;7207807;6.8;10;NO;SI
20012;3;2014;7820026;6.8;10;NO;SI
14547;3;2014;8031397;6.8;10;NO;SI
9460;1;2014;8760294;6.8;10;NO;SI
14547;3;2014;8766847;6.8;10;NO;SI
3686;2;2014;10367162;6.8;10;NO;SI
17880;2;2014;10615869;6.8;10;NO;SI
12759;2;2014;10801376;6.8;10;NO;SI
8541;2;2014;11038086;6.8;10;NO;SI
16727;3;2014;11154706;6.8;10;NO;SI
14467;3;2014;11620412;6.8;10;NO;SI
40400;3;2014;11654107;6.8;10;NO;SI
3376;2;2014;11983969;6.8;40;NO;NO
14874;3;2014;12692938;6.8;10;NO;SI
14852;3;2014;12708723;6.8;10;NO;SI
22545;3;2014;13649865;6.8;10;NO;SI
26286;3;2014;16391536;6.8;10;NO;SI
17847;2;2014;17307719;6.8;10;NO;SI
8871;4;2014;17468874;6.8;10;NO;SI
31095;3;2014;18031101;6.8;10;NO;SI
40186;3;2014;18195991;6.8;10;NO;SI
24237;3;2014;18795779;6.8;10;NO;SI
31167;3;2014;18838844;6.8;10;NO;SI
532;1;2014;19425275;6.8;10;NO;SI
13591;2;2014;19509333;6.8;10;NO;SI
10584;1;2014;20922813;6.8;10;NO;SI
31375;3;2014;21799391;6.8;10;NO;SI
14421;3;2014;22507340;6.8;10;NO;SI
14462;3;2014;22955220;6.8;10;NO;SI
3686;2;2014;23685374;6.8;10;NO;SI
14874;3;2014;23893549;6.8;10;NO;SI
3535;2;2014;20001687;6.77;10;NO;SI
40400;3;2014;340921;6.75;10;NO;SI
3740;2;2014;631558;6.75;10;NO;SI
25237;3;2014;2130557;6.75;10;NO;SI
419;2;2014;2407991;6.75;10;NO;SI
3313;2;2014;2521845;6.75;10;NO;SI
40282;3;2014;2633903;6.75;10;NO;SI
22276;3;2014;3622359;6.75;10;NO;SI
13592;3;2014;4241042;6.75;10;NO;SI
11246;2;2014;4553983;6.75;10;NO;SI
26146;3;2014;4857706;6.75;10;NO;SI
20012;3;2014;5014446;6.75;10;NO;SI
10584;1;2014;5391275;6.75;10;NO;SI
26061;3;2014;5640853;6.75;10;NO;SI
16874;2;2014;5913797;6.75;10;NO;SI
26023;3;2014;6178241;6.75;10;NO;SI
12758;1;2014;6809638;6.75;10;NO;SI
6070;3;2014;6846617;6.75;10;NO;SI
14874;3;2014;7462085;6.75;10;NO;SI
10638;1;2014;8053353;6.75;10;NO;SI
12719;3;2014;8363637;6.75;10;NO;SI
31375;3;2014;8431526;6.75;10;NO;SI
10584;1;2014;9944817;6.75;10;NO;SI
31375;3;2014;10007569;6.75;10;NO;SI
22158;3;2014;10104462;6.75;10;NO;SI
26286;3;2014;10576270;6.75;10;NO;SI
26286;3;2014;11569135;6.75;10;NO;SI
31279;3;2014;11612241;6.75;10;NO;SI
2572;2;2014;11679222;6.75;10;NO;SI
8541;2;2014;12122755;6.75;10;NO;SI
8474;2;2014;12618976;6.75;10;NO;SI
18126;3;2014;12684415;6.75;10;NO;SI
4661;3;2014;12940755;6.75;10;NO;SI
26286;3;2014;12976671;6.75;10;NO;SI
10584;1;2014;13401410;6.75;10;NO;SI
40308;3;2014;13824493;6.75;10;NO;SI
10419;1;2014;14025639;6.75;10;NO;SI
22355;3;2014;14678227;6.75;10;NO;SI
15665;2;2014;14837783;6.75;10;NO;SI
3443;2;2014;14846130;6.75;10;NO;SI
532;1;2014;15670905;6.75;10;NO;SI
40308;3;2014;15850974;6.75;10;NO;SI
12146;1;2014;16190028;6.75;10;NO;SI
31375;3;2014;16234133;6.75;10;NO;SI
8541;2;2014;16608849;6.75;10;NO;SI
31011;3;2014;16782452;6.75;10;NO;SI
31192;3;2014;16924969;6.75;10;NO;SI
17848;3;2014;17928341;6.75;10;NO;SI
12719;3;2014;18173022;6.75;10;NO;SI
24241;3;2014;18472186;6.75;10;NO;SI
40435;4;2014;19066504;6.75;10;NO;SI
532;1;2014;19304627;6.75;10;NO;SI
26286;3;2014;19396371;6.75;10;NO;SI
14874;3;2014;19570558;6.75;10;NO;SI
8541;2;2014;19708289;6.75;10;NO;SI
10584;1;2014;20429027;6.75;10;NO;SI
10584;1;2014;20486028;6.75;10;NO;SI
532;1;2014;21012186;6.75;10;NO;SI
24238;3;2014;21858295;6.75;10;NO;SI
9747;2;2014;21969676;6.75;10;NO;SI
31279;3;2014;23474829;6.75;10;NO;SI
14874;3;2014;23578165;6.75;10;NO;SI
17924;2;2014;23581997;6.75;10;NO;SI
22446;3;2014;24047476;6.75;10;NO;SI
31279;3;2014;24707543;6.75;10;NO;SI
20231;4;2014;24750377;6.75;10;NO;SI
3248;2;2014;9306344;6.73;10;NO;SI
2961;2;2014;18169523;6.73;10;NO;SI
6772;2;2014;22384048;6.73;10;NO;SI
31011;3;2014;124971;6.7;10;NO;SI
14492;3;2014;345197;6.7;10;NO;SI
532;1;2014;424245;6.7;10;NO;SI
24238;3;2014;546267;6.7;10;NO;SI
2611;2;2014;709743;6.7;10;NO;SI
24234;3;2014;1242356;6.7;10;NO;SI
3782;2;2014;1694555;6.7;10;NO;SI
9330;3;2014;2558605;6.7;10;NO;SI
25557;3;2014;2949266;6.7;10;NO;SI
24445;2;2014;3009494;6.7;10;NO;SI
31011;3;2014;3102186;6.7;10;NO;SI
4830;2;2014;3293841;6.7;10;NO;SI
11246;2;2014;3599696;6.7;10;NO;SI
3940;2;2014;3773516;6.7;10;NO;SI
12870;1;2014;3811099;6.7;10;NO;SI
14545;3;2014;3881654;6.7;10;NO;SI
26143;3;2014;4103578;6.7;10;NO;SI
40076;3;2014;4654295;6.7;10;NO;SI
40308;3;2014;4819555;6.7;10;NO;SI
22633;3;2014;4834193;6.7;10;NO;SI
6113;3;2014;4844708;6.7;10;NO;SI
12146;1;2014;4989081;6.7;10;NO;SI
20219;3;2014;5214641;6.7;10;NO;SI
16727;3;2014;5448428;6.7;10;NO;SI
22503;3;2014;5513578;6.7;10;NO;SI
12759;2;2014;5870617;6.7;20;NO;SI
9631;2;2014;5939549;6.7;10;NO;SI
22187;3;2014;6193106;6.7;10;NO;SI
14232;3;2014;6281932;6.7;10;NO;SI
1349;3;2014;6410049;6.7;10;NO;SI
3314;2;2014;6517357;6.7;10;NO;SI
12750;3;2014;7124611;6.7;10;NO;SI
3353;2;2014;7142908;6.7;20;NO;SI
40414;3;2014;7372623;6.7;10;NO;SI
1515;1;2014;7634204;6.7;10;NO;SI
40407;3;2014;7681828;6.7;10;NO;SI
12294;4;2014;8980701;6.7;10;NO;SI
14711;3;2014;9328659;6.7;10;NO;SI
3016;2;2014;9349864;6.7;10;NO;SI
24238;3;2014;9811373;6.7;10;NO;SI
2422;2;2014;10277726;6.7;10;NO;SI
3686;2;2014;10966895;6.7;10;NO;SI
3686;2;2014;11050858;6.7;10;NO;SI
22188;3;2014;11153853;6.7;10;NO;SI
25114;3;2014;11159166;6.7;10;NO;SI
25271;1;2014;11277872;6.7;10;NO;SI
8432;1;2014;11489077;6.7;10;NO;SI
31375;3;2014;11623772;6.7;10;NO;SI
24969;3;2014;11684274;6.7;10;NO;SI
13528;3;2014;12004851;6.7;10;NO;SI
16874;2;2014;12132557;6.7;20;NO;SI
20012;3;2014;12559578;6.7;10;NO;SI
2751;2;2014;12945914;6.7;10;NO;SI
9172;3;2014;13218969;6.7;10;NO;SI
12686;3;2014;13544198;6.7;10;NO;SI
15759;2;2014;13725676;6.7;10;NO;SI
17810;3;2014;13966507;6.7;10;NO;SI
9697;2;2014;14132737;6.7;10;NO;SI
16727;3;2014;14810049;6.7;10;NO;SI
16457;3;2014;14831991;6.7;10;NO;SI
40447;3;2014;15180183;6.7;10;NO;SI
11246;2;2014;15227255;6.7;10;NO;SI
3376;2;2014;15900397;6.7;60;NO;NO
40186;3;2014;15937208;6.7;10;NO;SI
2377;2;2014;16372372;6.7;10;NO;SI
3016;2;2014;16395027;6.7;10;NO;SI
24215;2;2014;16548597;6.7;10;NO;SI
26286;3;2014;17205608;6.7;10;NO;SI
12696;3;2014;17229691;6.7;10;NO;SI
199;2;2014;17480315;6.7;10;NO;SI
20043;3;2014;18069336;6.7;10;NO;SI
9917;3;2014;18230030;6.7;10;NO;SI
373;2;2014;18498695;6.7;10;NO;SI
26032;3;2014;18506851;6.7;10;NO;SI
31192;3;2014;18614551;6.7;10;NO;SI
9330;3;2014;18788361;6.7;10;NO;SI
26286;3;2014;18812771;6.7;10;NO;SI
3686;2;2014;18970491;6.7;10;NO;SI
22482;3;2014;19040151;6.7;10;NO;SI
10259;1;2014;19087664;6.7;10;NO;SI
20244;3;2014;19760128;6.7;10;NO;SI
13592;3;2014;20482921;6.7;10;NO;SI
40186;3;2014;20567734;6.7;10;NO;SI
2611;2;2014;20636771;6.7;10;NO;SI
14232;3;2014;20702731;6.7;10;NO;SI
14250;4;2014;21258739;6.7;10;NO;SI
532;1;2014;21352032;6.7;10;NO;SI
5879;2;2014;22455054;6.7;10;NO;SI
12332;2;2014;22752137;6.7;10;NO;SI
40282;3;2014;22943157;6.7;10;NO;SI
25271;1;2014;23239779;6.7;10;NO;SI
14525;3;2014;23905004;6.7;10;NO;SI
26019;3;2014;24340229;6.7;10;NO;SI
2422;2;2014;24834811;6.7;10;NO;SI
20214;3;2014;24869912;6.7;10;NO;SI
31011;3;2014;1064616;6.67;10;NO;SI
26030;4;2014;2488345;6.67;10;NO;SI
13592;3;2014;9535563;6.67;10;NO;SI
17829;3;2014;13900829;6.67;10;NO;SI
20231;4;2014;16243893;6.67;10;NO;SI
22466;3;2014;16959891;6.67;10;NO;SI
1894;1;2014;23924622;6.67;10;NO;SI
8432;1;2014;158671;6.65;10;NO;SI
16722;3;2014;311669;6.65;10;NO;SI
20151;3;2014;426380;6.65;10;NO;SI
28;2;2014;764208;6.65;10;NO;SI
31220;3;2014;1101932;6.65;10;NO;SI
4661;3;2014;1171144;6.65;10;NO;SI
22276;3;2014;1453405;6.65;10;NO;SI
26062;3;2014;1581157;6.65;10;NO;SI
12778;3;2014;2091493;6.65;10;NO;SI
20044;3;2014;2393540;6.65;10;NO;SI
12182;3;2014;2400367;6.65;10;NO;SI
31222;3;2014;2401574;6.65;10;NO;SI
22446;3;2014;2665101;6.65;10;NO;SI
14545;3;2014;2794965;6.65;10;NO;SI
532;1;2014;3166586;6.65;10;NO;SI
14232;3;2014;3315695;6.65;10;NO;SI
12759;2;2014;3746998;6.65;30;NO;SI
17602;4;2014;3899874;6.65;10;NO;SI
10584;1;2014;4070200;6.65;10;NO;SI
40206;3;2014;4130130;6.65;10;NO;SI
22551;3;2014;4293070;6.65;10;NO;SI
7509;2;2014;4428090;6.65;10;NO;SI
15665;2;2014;4472898;6.65;10;NO;SI
3376;2;2014;5476790;6.65;70;NO;NO
14439;4;2014;6186474;6.65;10;NO;SI
2611;2;2014;6186580;6.65;20;NO;SI
16727;3;2014;6233700;6.65;10;NO;SI
20208;3;2014;6866178;6.65;10;NO;SI
11286;1;2014;7402964;6.65;10;NO;SI
14232;3;2014;7567327;6.65;10;NO;SI
12332;2;2014;7793518;6.65;10;NO;SI
14232;3;2014;8398058;6.65;10;NO;SI
25174;3;2014;9892853;6.65;10;NO;SI
31011;3;2014;9950880;6.65;20;NO;SI
31344;4;2014;9993640;6.65;10;NO;SI
13592;3;2014;10096532;6.65;10;NO;SI
12146;1;2014;10263073;6.65;10;NO;SI
26333;1;2014;10407468;6.65;10;NO;SI
13591;2;2014;10927173;6.65;10;NO;SI
31011;3;2014;11506354;6.65;20;NO;SI
13591;2;2014;11573204;6.65;10;NO;SI
25818;3;2014;11758994;6.65;10;NO;SI
8541;2;2014;12125093;6.65;20;NO;SI
8553;2;2014;12313897;6.65;10;NO;SI
25557;3;2014;12351971;6.65;10;NO;SI
10792;1;2014;12363225;6.65;10;NO;SI
9583;2;2014;12677774;6.65;10;NO;SI
14761;3;2014;12757129;6.65;10;NO;SI
3443;2;2014;12774298;6.65;10;NO;SI
9690;2;2014;12859899;6.65;10;NO;SI
2406;2;2014;13262100;6.65;10;NO;SI
40447;3;2014;13354313;6.65;10;NO;SI
4661;3;2014;14112925;6.65;10;NO;SI
40447;3;2014;14193179;6.65;10;NO;SI
20151;3;2014;14306530;6.65;10;NO;SI
3802;2;2014;14659694;6.65;10;NO;SI
25014;3;2014;14941043;6.65;10;NO;SI
26019;3;2014;15086064;6.65;10;NO;SI
15810;3;2014;15210264;6.65;10;NO;SI
18009;2;2014;15362119;6.65;10;NO;SI
1864;2;2014;15382068;6.65;10;NO;SI
22633;3;2014;15494873;6.65;10;NO;SI
31011;3;2014;15615478;6.65;20;NO;SI
20001;3;2014;15714828;6.65;10;NO;SI
40076;3;2014;15906365;6.65;10;NO;SI
17602;4;2014;16352954;6.65;10;NO;SI
4661;3;2014;16556398;6.65;10;NO;SI
14761;3;2014;16605424;6.65;10;NO;SI
282;1;2014;16645692;6.65;10;NO;SI
1860;3;2014;16952265;6.65;10;NO;SI
4982;2;2014;17023143;6.65;10;NO;SI
22475;3;2014;17055364;6.65;10;NO;SI
22604;3;2014;18209676;6.65;10;NO;SI
4830;2;2014;18347882;6.65;10;NO;SI
40407;3;2014;18354929;6.65;10;NO;SI
1206;2;2014;18375661;6.65;10;NO;SI
1206;2;2014;18564136;6.65;10;NO;SI
7240;2;2014;18663763;6.65;10;NO;SI
2751;2;2014;18755047;6.65;10;NO;SI
2751;2;2014;18923926;6.65;10;NO;SI
15665;2;2014;19341056;6.65;10;NO;SI
15643;3;2014;19342662;6.65;10;NO;SI
22549;1;2014;20286898;6.65;10;NO;SI
11246;2;2014;20444160;6.65;10;NO;SI
6070;3;2014;20465103;6.65;10;NO;SI
10792;1;2014;20802312;6.65;10;NO;SI
13584;3;2014;20946614;6.65;10;NO;SI
13383;3;2014;20970120;6.65;10;NO;SI
31279;3;2014;21044564;6.65;10;NO;SI
22158;3;2014;21255540;6.65;10;NO;SI
15810;3;2014;21312378;6.65;10;NO;SI
15723;3;2014;21358898;6.65;10;NO;SI
31167;3;2014;21476778;6.65;10;NO;SI
12182;3;2014;21699505;6.65;10;NO;SI
26286;3;2014;22033958;6.65;10;NO;SI
13591;2;2014;22035378;6.65;10;NO;SI
8023;1;2014;22082800;6.65;10;NO;SI
3759;2;2014;22196316;6.65;10;NO;SI
12778;3;2014;22250869;6.65;10;NO;SI
1860;3;2014;22726335;6.65;10;NO;SI
3940;2;2014;23003219;6.65;10;NO;SI
11286;1;2014;23232788;6.65;10;NO;SI
3686;2;2014;23414601;6.65;30;NO;SI
9865;2;2014;24457064;6.65;10;NO;SI
1894;1;2014;11800965;6.63;10;NO;SI
12750;3;2014;13600003;6.63;10;NO;SI
10120;1;2014;13900788;6.63;10;NO;SI
12730;3;2014;15258436;6.63;10;NO;SI
25591;1;2014;16915395;6.63;10;NO;SI
12730;3;2014;19017501;6.63;10;NO;SI
5;2;2014;24195411;6.63;10;NO;SI
12686;3;2014;24483759;6.63;10;NO;SI
17879;3;2014;81343;6.6;10;NO;SI
17881;2;2014;141748;6.6;10;NO;SI
18126;3;2014;189334;6.6;10;NO;SI
10584;1;2014;294452;6.6;10;NO;SI
8871;4;2014;307493;6.6;10;NO;SI
25557;3;2014;365653;6.6;10;NO;SI
6070;3;2014;452010;6.6;10;NO;SI
25557;3;2014;466395;6.6;10;NO;SI
40429;1;2014;536069;6.6;10;NO;SI
532;1;2014;663650;6.6;10;NO;SI
532;1;2014;804417;6.6;10;NO;SI
12870;1;2014;1194302;6.6;10;NO;SI
25982;3;2014;1269734;6.6;10;NO;SI
17848;3;2014;1285357;6.6;10;NO;SI
2625;2;2014;1640975;6.6;10;NO;SI
12758;1;2014;1697426;6.6;10;NO;SI
532;1;2014;1890715;6.6;10;NO;SI
12696;3;2014;2214676;6.6;10;NO;SI
26030;4;2014;2305943;6.6;10;NO;SI
26209;3;2014;2347162;6.6;10;NO;SI
22446;3;2014;2649708;6.6;10;NO;SI
1894;1;2014;2812368;6.6;10;NO;SI
31375;3;2014;2833020;6.6;10;NO;SI
1672;1;2014;3237144;6.6;10;NO;SI
24700;3;2014;3296960;6.6;10;NO;SI
17810;3;2014;3752252;6.6;10;NO;SI
12870;1;2014;3810535;6.6;10;NO;SI
40308;3;2014;3815472;6.6;10;NO;SI
12505;3;2014;3907578;6.6;10;NO;SI
12686;3;2014;3974711;6.6;10;NO;SI
26214;3;2014;4134012;6.6;10;NO;SI
22355;3;2014;4316401;6.6;10;NO;SI
40160;3;2014;4505350;6.6;10;NO;SI
31167;3;2014;4687595;6.6;10;NO;SI
24969;3;2014;5165646;6.6;10;NO;SI
40414;3;2014;5482862;6.6;10;NO;SI
9865;2;2014;5873143;6.6;10;NO;SI
15810;3;2014;5995401;6.6;10;NO;SI
40186;3;2014;6627856;6.6;10;NO;SI
13591;2;2014;6950522;6.6;10;NO;SI
31220;3;2014;7408238;6.6;10;NO;SI
40206;3;2014;7591140;6.6;10;NO;SI
665;2;2014;7742660;6.6;10;NO;SI
20231;4;2014;7807758;6.6;10;NO;SI
25099;4;2014;7943546;6.6;10;NO;SI
24241;3;2014;7996438;6.6;10;NO;SI
10792;1;2014;8073068;6.6;10;NO;SI
15759;2;2014;8121642;6.6;10;NO;SI
31222;3;2014;8227535;6.6;10;NO;SI
14454;2;2014;8537014;6.6;10;NO;SI
31428;3;2014;8799636;6.6;10;NO;SI
13591;2;2014;9109743;6.6;10;NO;SI
14711;3;2014;9129857;6.6;10;NO;SI
4982;2;2014;9164797;6.6;10;NO;SI
6787;2;2014;9425355;6.6;10;NO;SI
3317;2;2014;10001449;6.6;10;NO;SI
11811;1;2014;10288929;6.6;10;NO;SI
17924;2;2014;10320376;6.6;10;NO;SI
12778;3;2014;10727048;6.6;10;NO;SI
20244;3;2014;10802470;6.6;10;NO;SI
14625;3;2014;11102496;6.6;10;NO;SI
22482;3;2014;11201095;6.6;10;NO;SI
9917;3;2014;11334788;6.6;10;NO;SI
1864;2;2014;11511570;6.6;10;NO;SI
40024;2;2014;11548897;6.6;10;NO;SI
14389;3;2014;11643368;6.6;10;NO;SI
25874;3;2014;11818034;6.6;10;NO;SI
40160;3;2014;11854484;6.6;10;NO;SI
17698;2;2014;11995320;6.6;10;NO;SI
3317;2;2014;12929069;6.6;10;NO;SI
1584;3;2014;13116083;6.6;10;NO;SI
5282;2;2014;13204020;6.6;10;NO;SI
3353;2;2014;13278215;6.6;30;NO;SI
14874;3;2014;13366155;6.6;10;NO;SI
3656;2;2014;14010682;6.6;10;NO;SI
24238;3;2014;14156288;6.6;10;NO;SI
13584;3;2014;14243373;6.6;10;NO;SI
14232;3;2014;14939096;6.6;10;NO;SI
10584;1;2014;15121036;6.6;10;NO;SI
14232;3;2014;15674010;6.6;10;NO;SI
2422;2;2014;16062932;6.6;10;NO;SI
2422;2;2014;16478950;6.6;10;NO;SI
14250;4;2014;16599437;6.6;20;NO;SI
24234;3;2014;16714897;6.6;10;NO;SI
13528;3;2014;16839822;6.6;10;NO;SI
22604;3;2014;17001170;6.6;10;NO;SI
2422;2;2014;17372889;6.6;10;NO;SI
2549;2;2014;17523365;6.6;10;NO;SI
24900;1;2014;17740905;6.6;10;NO;SI
1194;2;2014;18072403;6.6;10;NO;SI
12778;3;2014;18095617;6.6;10;NO;SI
11337;2;2014;18433719;6.6;10;NO;SI
31220;3;2014;18627689;6.6;10;NO;SI
12686;3;2014;18646741;6.6;10;NO;SI
14592;3;2014;18687470;6.6;10;NO;SI
10688;1;2014;18813356;6.6;10;NO;SI
12870;1;2014;18868184;6.6;10;NO;SI
25237;3;2014;19100576;6.6;10;NO;SI
11286;1;2014;19528163;6.6;10;NO;SI
40407;3;2014;19862347;6.6;10;NO;SI
11608;3;2014;20206184;6.6;10;NO;SI
22551;3;2014;20402922;6.6;10;NO;SI
10638;1;2014;20778617;6.6;10;NO;SI
31375;3;2014;20865612;6.6;10;NO;SI
3740;2;2014;21616909;6.6;10;NO;SI
2751;2;2014;21735589;6.6;10;NO;SI
2411;2;2014;21876084;6.6;10;NO;SI
8871;4;2014;22120363;6.6;10;NO;SI
12146;1;2014;22142616;6.6;10;NO;SI
13528;3;2014;22167511;6.6;10;NO;SI
10792;1;2014;22310195;6.6;10;NO;SI
25054;4;2014;22314042;6.6;10;NO;SI
40321;3;2014;22500816;6.6;10;NO;SI
24926;3;2014;22633396;6.6;10;NO;SI
10696;1;2014;22721355;6.6;10;NO;SI
15593;3;2014;23388663;6.6;10;NO;SI
1860;3;2014;23774602;6.6;10;NO;SI
26286;3;2014;23971532;6.6;10;NO;SI
5879;2;2014;24124099;6.6;10;NO;SI
25235;2;2014;24406346;6.6;10;NO;SI
25960;1;2014;9702248;6.57;10;NO;SI
1;2;2014;11106988;6.57;10;NO;SI
12686;3;2014;14160239;6.57;10;NO;SI
20231;4;2014;15478628;6.57;20;NO;SI
40186;3;2014;18338202;6.57;10;NO;SI
4140;2;2014;19507167;6.57;10;NO;SI
5;2;2014;20902993;6.57;10;NO;SI
26030;4;2014;22644667;6.57;10;NO;SI
22551;3;2014;23687806;6.57;10;NO;SI
26286;3;2014;21517;6.55;10;NO;SI
31098;3;2014;234798;6.55;10;NO;SI
25099;4;2014;365816;6.55;10;NO;SI
22473;3;2014;1178159;6.55;10;NO;SI
24237;3;2014;1245458;6.55;10;NO;SI
17829;3;2014;1407442;6.55;10;NO;SI
14492;3;2014;1573687;6.55;10;NO;SI
8553;2;2014;1615644;6.55;10;NO;SI
40407;3;2014;1683250;6.55;10;NO;SI
13584;3;2014;1799020;6.55;10;NO;SI
14232;3;2014;1911693;6.55;10;NO;SI
1710;1;2014;1946194;6.55;10;NO;SI
26214;3;2014;2531343;6.55;10;NO;SI
3443;2;2014;2818527;6.55;10;NO;SI
17881;2;2014;2894064;6.55;10;NO;SI
10688;1;2014;2982887;6.55;10;NO;SI
24241;3;2014;3045857;6.55;10;NO;SI
25818;3;2014;3131026;6.55;10;NO;SI
8541;2;2014;3139219;6.55;20;NO;SI
25752;3;2014;3207147;6.55;10;NO;SI
15759;2;2014;3397843;6.55;10;NO;SI
22446;3;2014;3592047;6.55;10;NO;SI
1167;2;2014;3633829;6.55;10;NO;SI
13525;3;2014;3852685;6.55;10;NO;SI
17698;2;2014;3859575;6.55;10;NO;SI
11811;1;2014;3897200;6.55;10;NO;SI
25099;4;2014;3923610;6.55;10;NO;SI
22187;3;2014;4076449;6.55;10;NO;SI
17881;2;2014;4664657;6.55;10;NO;SI
4965;2;2014;4773396;6.55;10;NO;SI
3782;2;2014;4821852;6.55;20;NO;SI
4965;2;2014;4900438;6.55;10;NO;SI
40447;3;2014;4965355;6.55;10;NO;SI
9583;2;2014;5069897;6.55;10;NO;SI
8541;2;2014;5209232;6.55;20;NO;SI
1194;2;2014;5231091;6.55;10;NO;SI
15535;2;2014;5250999;6.55;10;NO;SI
8541;2;2014;5799297;6.55;20;NO;SI
532;1;2014;5982412;6.55;10;NO;SI
40407;3;2014;5987254;6.55;10;NO;SI
13592;3;2014;5999013;6.55;10;NO;SI
